,applicant_id,academy_day_id,psychometrics,presentation,self_development,geo_flex,financial_support_self,result,course_interest
1169,19080081,98,57,18,1,0,1,0,Business
1170,19080109,98,61,18,1,1,1,1,Business
1171,19080131,98,57,24,0,1,1,0,Data
1172,19080142,98,58,18,1,1,1,1,Engineering
1173,19080170,98,65,16,1,1,1,1,Data
1174,19080181,98,57,25,1,1,1,1,Business
1175,19080196,98,62,18,1,1,1,0,Engineering
1176,19080202,98,56,20,1,0,1,0,Business
1177,19080211,98,58,19,1,1,1,1,Business
1178,19080212,98,59,17,1,1,1,1,Engineering
1179,19080222,98,62,21,1,1,0,0,Engineering
1180,19080283,98,53,25,1,1,1,0,Data
1181,19080291,98,60,22,0,1,1,0,Business
1182,19080350,98,56,19,1,1,1,1,Engineering
1183,19080356,98,56,18,1,1,1,1,Engineering
1184,19080360,98,52,17,1,0,1,0,Engineering
1185,19080378,98,55,20,1,0,1,0,Engineering
1186,19080444,98,51,21,1,1,1,1,Data
1187,19020010,21,55,26,1,1,1,1,Engineering
1188,19020018,21,56,19,1,1,1,1,Engineering
1189,19020024,21,54,22,0,1,1,0,Business
1190,19020048,21,58,21,1,1,1,1,Business
1191,19020076,21,57,19,1,1,0,0,Data
1192,19020088,21,53,24,1,1,1,1,Engineering
1193,19020104,21,52,23,1,0,1,0,Business
1194,19020105,21,55,17,1,0,1,0,Data
1195,19020113,21,65,22,1,1,0,0,Data
1196,19020125,21,65,17,1,1,1,1,Data
1197,19020178,21,53,20,1,1,1,1,Business
1198,19020204,21,55,20,0,1,0,0,Data
1199,19020218,21,55,20,1,1,1,1,Engineering
1200,19020227,21,51,23,1,1,1,1,Data
1201,19020261,21,61,20,1,1,1,1,Data
1202,19020273,21,61,18,1,1,1,1,Engineering
1203,19020332,21,59,24,1,1,0,0,Engineering
1204,19020367,21,55,20,1,1,1,1,Engineering
1205,19030023,33,54,19,1,1,0,0,Engineering
1206,19030033,33,53,25,1,1,1,1,Data
1207,19030048,33,53,15,1,0,0,0,Data
1208,19030052,33,63,21,1,1,1,1,Business
1209,19030053,33,52,16,1,1,1,1,Business
1210,19030060,33,61,24,1,1,1,1,Engineering
1211,19030079,33,58,19,1,1,1,1,Engineering
1212,19030165,33,60,18,1,0,1,0,Business
1213,19030203,33,55,19,1,1,1,1,Business
1214,19030219,33,67,20,1,1,1,1,Business
1215,19030238,33,62,22,1,1,1,1,Business
1216,19030242,33,55,18,1,1,1,1,Engineering
1217,19030282,33,55,22,1,1,1,1,Engineering
1218,19030328,33,69,22,1,1,1,1,Engineering
1219,19030331,33,53,15,1,1,1,1,Engineering
1220,19030350,33,50,23,1,1,1,1,Business
1221,19030353,33,50,22,1,1,1,1,Engineering
1222,19030364,33,65,20,1,1,1,1,Business
1223,19110011,138,60,20,1,1,1,1,Engineering
1224,19110033,138,60,19,1,1,1,1,Engineering
1225,19110035,138,65,23,1,1,1,1,Business
1226,19110052,138,62,18,1,1,1,1,Data
1227,19110069,138,50,20,1,1,1,1,Business
1228,19110078,138,56,17,0,1,1,0,Business
1229,19110088,138,59,16,1,1,1,1,Business
1230,19110092,138,57,21,1,1,1,1,Data
1231,19110096,138,62,23,0,1,1,0,Business
1232,19110109,138,58,21,1,1,0,0,Engineering
1233,19110118,138,53,18,1,1,1,1,Data
1234,19110119,138,63,22,0,1,1,0,Engineering
1235,19110179,138,57,18,1,1,1,1,Data
1236,19110194,138,62,22,1,1,1,1,Data
1237,19110210,138,55,15,1,1,0,0,Business
1238,19110242,138,58,16,1,1,1,1,Engineering
1239,19110254,138,50,21,1,1,0,0,Data
1240,19110261,138,63,30,1,1,1,1,Engineering
1241,19110262,138,64,16,1,0,0,0,Data
1242,19110296,138,59,25,1,1,1,1,Data
1243,19110305,138,63,20,1,1,1,1,Engineering
1244,19110342,138,57,24,1,1,1,1,Business
1245,19110344,138,53,19,1,1,1,1,Data
1246,19080013,99,71,26,1,1,1,1,Data
1247,19080031,99,53,19,1,1,1,1,Business
1248,19080078,99,51,23,1,1,1,1,Data
1249,19080087,99,59,25,1,0,1,0,Engineering
1250,19080096,99,52,17,0,0,1,0,Data
1251,19080101,99,55,24,1,1,0,0,Business
1252,19080102,99,67,19,1,1,1,1,Data
1253,19080117,99,60,23,1,1,1,1,Data
1254,19080120,99,58,22,0,1,1,0,Engineering
1255,19080128,99,56,19,1,1,1,1,Business
1256,19080195,99,50,26,1,1,1,1,Data
1257,19080210,99,60,17,1,1,1,1,Engineering
1258,19080220,99,54,21,1,1,0,0,Business
1259,19080224,99,51,26,1,0,1,0,Data
1260,19080225,99,54,25,1,1,1,1,Engineering
1261,19080246,99,56,16,1,1,1,0,Engineering
1262,19080248,99,58,20,1,1,1,1,Engineering
1263,19080250,99,55,25,1,1,1,1,Business
1264,19080257,99,69,16,1,1,1,0,Business
1265,19080295,99,51,16,1,1,1,1,Engineering
1266,19080301,99,62,19,1,1,1,1,Engineering
1267,19080318,99,53,24,1,1,1,1,Engineering
1268,19080332,99,53,24,1,1,1,1,Engineering
1269,19080347,99,55,17,1,1,1,1,Data
1270,19080349,99,61,23,1,1,1,1,Business
1271,19080351,99,61,15,1,1,1,1,Data
1272,19080381,99,57,22,1,1,1,1,Data
1273,19080392,99,61,21,0,0,1,0,Business
1274,19080401,99,55,25,1,1,1,1,Data
1275,19080411,99,55,23,1,1,1,1,Engineering
1276,19020046,22,59,23,1,1,1,0,Data
1277,19020051,22,59,20,1,1,1,1,Data
1278,19020075,22,54,25,1,1,1,1,Business
1279,19020103,22,59,21,1,1,1,1,Engineering
1280,19020134,22,73,18,1,1,1,1,Data
1281,19020141,22,60,22,1,1,0,0,Data
1282,19020160,22,51,24,1,1,1,1,Engineering
1283,19020162,22,63,20,1,1,1,1,Data
1284,19020173,22,54,23,1,1,1,1,Engineering
1285,19020194,22,60,20,1,1,1,1,Data
1286,19020205,22,64,22,1,1,1,1,Data
1287,19020205,22,64,22,1,1,1,1,Data
1288,19020253,22,55,19,1,1,1,1,Data
1289,19020265,22,51,26,1,1,1,1,Engineering
1290,19020265,22,51,26,1,1,1,1,Engineering
1291,19020280,22,57,26,1,1,1,1,Data
1292,19020303,22,58,18,1,1,1,1,Engineering
1293,19020341,22,62,22,1,1,1,1,Business
1294,19020354,22,61,20,1,0,1,0,Engineering
1295,19020356,22,61,20,1,1,1,1,Engineering
1296,19030009,34,57,20,1,1,1,1,Business
1297,19030019,34,63,21,1,1,1,1,Business
1298,19030019,34,63,21,1,1,1,1,Business
1299,19030088,34,52,23,1,1,1,1,Engineering
1300,19030097,34,55,22,0,1,0,0,Engineering
1301,19030114,34,50,19,1,1,1,1,Business
1302,19030117,34,58,20,1,0,1,0,Engineering
1303,19030141,34,53,18,1,1,1,1,Engineering
1304,19030144,34,55,22,1,1,1,1,Data
1305,19030156,34,53,22,1,1,1,1,Data
1306,19030173,34,51,24,1,1,1,1,Engineering
1307,19030204,34,53,20,1,1,1,1,Engineering
1308,19030210,34,61,15,1,1,1,1,Data
1309,19030239,34,61,22,1,1,1,1,Engineering
1310,19030275,34,50,18,1,1,1,1,Data
1311,19030294,34,59,17,1,1,0,0,Business
1312,19030313,34,51,22,1,1,1,1,Data
1313,19030349,34,63,22,1,1,1,1,Data
1314,19050001,59,58,22,0,1,1,0,Engineering
1315,19050003,59,51,19,1,1,1,1,Engineering
1316,19050015,59,52,21,1,1,1,1,Data
1317,19050041,59,55,23,1,1,1,1,Data
1318,19050053,59,67,15,1,0,1,0,Business
1319,19050099,59,53,17,1,1,1,1,Business
1320,19050106,59,54,20,1,1,1,1,Data
1321,19050135,59,63,19,1,1,1,1,Data
1322,19050142,59,64,21,1,1,0,0,Business
1323,19050152,59,57,26,1,1,1,1,Engineering
1324,19050172,59,64,20,0,1,1,0,Business
1325,19050187,59,61,18,1,1,1,1,Data
1326,19050220,59,57,27,1,1,1,1,Engineering
1327,19050244,59,54,23,0,0,1,0,Engineering
1328,19050266,59,62,17,0,1,1,0,Engineering
1329,19050286,59,61,17,1,1,1,1,Data
1330,19050295,59,67,18,1,1,0,0,Data
1331,19050345,59,63,18,1,1,1,1,Data
1332,19050359,59,64,25,1,1,1,1,Data
1333,19110023,139,51,16,1,1,0,0,Engineering
1334,19110040,139,63,21,1,1,1,0,Engineering
1335,19110040,139,63,21,1,1,1,0,Engineering
1336,19110061,139,60,15,1,1,1,1,Engineering
1337,19110070,139,59,17,1,1,0,0,Business
1338,19110111,139,50,26,1,1,0,0,Data
1339,19110133,139,52,20,1,1,1,1,Business
1340,19110165,139,67,25,1,1,1,0,Data
1341,19110180,139,54,20,1,1,0,0,Data
1342,19110187,139,54,20,1,1,1,1,Business
1343,19110198,139,56,23,1,1,1,1,Engineering
1344,19110249,139,55,19,1,1,1,1,Business
1345,19110331,139,57,18,0,1,0,0,Business
1346,19080000,100,53,22,1,1,1,1,Business
1347,19080002,100,55,20,1,1,1,1,Business
1348,19080009,100,64,22,1,1,1,0,Business
1349,19080052,100,59,22,1,1,1,0,Business
1350,19080059,100,61,27,1,1,1,1,Business
1351,19080095,100,53,21,0,1,1,0,Engineering
1352,19080098,100,55,22,1,1,1,0,Data
1353,19080104,100,60,20,1,1,1,1,Engineering
1354,19080139,100,50,17,1,1,1,1,Data
1355,19080141,100,57,18,1,1,1,1,Engineering
1356,19080151,100,52,24,0,1,1,0,Business
1357,19080165,100,59,21,1,1,1,1,Data
1358,19080251,100,51,27,1,1,1,1,Engineering
1359,19080255,100,56,18,1,1,1,1,Business
1360,19080266,100,51,17,1,1,0,0,Data
1361,19080293,100,61,17,1,1,1,1,Business
1362,19080297,100,59,25,1,1,1,1,Business
1363,19080334,100,58,24,1,1,1,1,Business
1364,19080355,100,54,24,1,1,1,1,Data
1365,19080382,100,54,21,1,1,1,1,Business
1366,19080429,100,68,23,1,1,0,0,Business
1367,19010000,8,52,16,1,1,1,1,Business
1368,19010009,8,61,17,1,1,1,1,Engineering
1369,19010028,8,56,20,1,1,1,1,Engineering
1370,19010033,8,54,26,1,1,1,1,Business
1371,19010040,8,61,23,1,1,0,0,Engineering
1372,19010043,8,58,20,0,1,1,0,Engineering
1373,19010045,8,58,20,1,1,1,1,Engineering
1374,19010078,8,60,21,1,1,0,0,Business
1375,19010078,8,60,21,1,1,0,0,Business
1376,19010090,8,51,22,1,1,0,0,Engineering
1377,19010123,8,65,25,1,1,1,1,Business
1378,19010181,8,53,22,0,1,1,0,Data
1379,19010185,8,50,23,1,1,1,1,Data
1380,19010217,8,67,17,1,1,1,1,Engineering
1381,19010275,8,61,19,1,1,1,1,Data
1382,19010277,8,55,23,1,1,0,0,Data
1383,19010281,8,55,25,0,1,1,0,Business
1384,19010302,8,50,20,0,1,1,0,Engineering
1385,19010309,8,51,16,1,1,1,0,Data
1386,19010331,8,66,22,1,1,1,1,Data
1387,19010340,8,59,23,1,1,1,1,Business
1388,19010349,8,50,25,1,1,1,1,Engineering
1389,19050005,60,50,21,1,1,1,1,Engineering
1390,19050048,60,52,21,1,1,1,1,Engineering
1391,19050064,60,58,19,1,0,1,0,Business
1392,19050076,60,69,22,1,1,1,1,Business
1393,19050110,60,51,17,0,1,1,0,Business
1394,19050177,60,53,22,1,1,0,0,Data
1395,19050204,60,62,20,0,0,1,0,Data
1396,19050209,60,52,23,1,1,0,0,Data
1397,19050229,60,52,23,1,1,1,1,Data
1398,19050255,60,56,27,1,1,1,1,Engineering
1399,19050259,60,60,18,1,1,1,1,Engineering
1400,19050278,60,50,17,1,1,1,0,Engineering
1401,19050325,60,52,25,1,1,1,1,Engineering
1402,19050354,60,62,26,1,1,1,1,Business
1403,19050362,60,56,17,1,1,1,1,Engineering
1404,19100029,125,64,23,1,1,0,0,Engineering
1405,19100085,125,58,21,1,1,1,1,Engineering
1406,19100095,125,54,18,1,1,1,1,Data
1407,19100152,125,54,17,1,1,1,1,Data
1408,19100158,125,55,20,1,1,0,0,Business
1409,19100160,125,60,19,1,1,0,0,Data
1410,19100177,125,67,26,1,1,1,1,Data
1411,19100253,125,62,15,0,1,1,0,Business
1412,19100255,125,55,23,1,1,1,1,Data
1413,19100257,125,63,22,1,1,1,1,Engineering
1414,19100266,125,54,15,0,1,1,0,Engineering
1415,19100270,125,52,23,1,1,1,0,Engineering
1416,19100276,125,61,24,1,1,1,1,Business
1417,19100277,125,65,24,1,1,1,1,Data
1418,19100319,125,56,24,1,1,1,0,Business
1419,19100331,125,52,21,1,1,1,0,Business
1420,19040115,47,57,24,1,1,1,1,Engineering
1421,19040117,47,51,21,1,1,1,1,Data
1422,19040145,47,55,17,1,1,1,1,Data
1423,19040166,47,54,19,1,0,1,0,Data
1424,19040175,47,60,25,1,1,1,1,Business
1425,19040241,47,59,19,1,1,1,1,Business
1426,19040263,47,67,20,1,1,1,1,Engineering
1427,19040274,47,53,20,1,1,1,1,Data
1428,19040277,47,53,24,1,1,1,1,Business
1429,19040283,47,60,26,1,1,1,1,Engineering
1430,19040284,47,62,22,1,1,1,0,Data
1431,19040293,47,66,18,1,1,1,0,Data
1432,19040307,47,62,17,0,1,1,0,Engineering
1433,19010003,9,55,21,1,1,1,1,Engineering
1434,19010056,9,55,22,1,1,1,1,Engineering
1435,19010067,9,60,22,0,1,1,0,Data
1436,19010106,9,52,21,1,1,1,1,Data
1437,19010107,9,67,16,1,1,1,1,Business
1438,19010118,9,51,21,1,1,1,1,Data
1439,19010125,9,53,22,1,1,1,1,Engineering
1440,19010128,9,52,20,1,1,0,0,Business
1441,19010165,9,61,19,1,1,1,1,Business
1442,19010168,9,54,24,1,1,1,0,Business
1443,19010192,9,50,16,1,1,1,0,Business
1444,19010194,9,68,23,1,1,1,1,Engineering
1445,19010214,9,62,21,1,1,1,1,Data
1446,19010238,9,60,21,1,1,1,1,Engineering
1447,19010240,9,56,15,1,0,1,0,Engineering
1448,19010316,9,62,17,1,1,1,1,Business
1449,19010317,9,56,24,1,1,1,1,Engineering
1450,19010323,9,59,20,1,1,1,0,Data
1451,19010341,9,55,22,1,1,1,1,Engineering
1452,19070005,86,55,22,1,1,1,1,Data
1453,19070007,86,50,25,1,0,1,0,Data
1454,19070052,86,52,22,1,1,1,1,Business
1455,19070065,86,58,23,1,1,1,0,Engineering
1456,19070074,86,50,15,1,1,1,1,Business
1457,19070105,86,58,19,1,1,1,1,Business
1458,19070147,86,60,21,1,1,1,1,Business
1459,19070215,86,58,23,1,1,1,1,Data
1460,19070248,86,53,24,1,1,1,1,Engineering
1461,19070264,86,52,22,1,1,1,1,Data
1462,19070308,86,59,22,1,1,1,1,Engineering
1463,19070369,86,59,18,1,1,1,1,Data
1464,19070400,86,56,23,1,1,1,1,Data
1465,19070402,86,54,22,1,1,1,1,Engineering
1466,19070418,86,53,22,1,1,1,1,Engineering
1467,19050009,61,59,19,1,1,1,1,Business
1468,19050025,61,53,19,0,1,1,0,Data
1469,19050027,61,64,20,1,1,1,1,Engineering
1470,19050036,61,58,18,1,1,1,1,Engineering
1471,19050071,61,54,23,1,1,1,1,Business
1472,19050078,61,57,16,1,1,1,1,Business
1473,19050079,61,61,23,1,1,1,1,Business
1474,19050111,61,60,22,1,1,1,1,Engineering
1475,19050139,61,51,21,1,1,1,1,Data
1476,19050176,61,61,19,1,1,1,1,Engineering
1477,19050182,61,50,23,1,0,1,0,Engineering
1478,19050189,61,68,19,1,1,1,1,Engineering
1479,19050210,61,55,19,1,0,1,0,Data
1480,19050212,61,55,19,1,1,1,1,Engineering
1481,19050257,61,50,17,1,1,1,1,Business
1482,19050283,61,58,24,1,1,1,1,Data
1483,19050314,61,60,18,0,1,0,0,Data
1484,19050316,61,52,24,1,1,1,1,Data
1485,19050334,61,65,19,1,1,1,1,Business
1486,19050358,61,58,24,1,1,1,1,Business
1487,19050388,61,53,20,0,0,1,0,Data
1488,19100003,126,56,23,1,1,1,1,Data
1489,19100004,126,54,19,1,1,1,1,Business
1490,19100014,126,56,20,1,1,1,1,Data
1491,19100018,126,61,16,1,1,1,1,Engineering
1492,19100028,126,61,20,1,1,1,1,Data
1493,19100035,126,64,16,1,1,1,1,Data
1494,19100087,126,59,20,0,0,1,0,Data
1495,19100097,126,53,22,1,1,1,1,Data
1496,19100103,126,57,25,0,1,1,0,Engineering
1497,19100128,126,60,17,1,1,0,0,Data
1498,19100131,126,55,22,1,1,0,0,Business
1499,19100135,126,53,24,1,1,1,1,Business
1500,19100137,126,60,20,1,1,0,0,Business
1501,19100138,126,52,20,1,1,1,0,Business
1502,19100146,126,59,17,1,1,1,1,Engineering
1503,19100233,126,60,20,1,1,1,1,Engineering
1504,19100262,126,50,19,1,1,1,1,Engineering
1505,19100321,126,51,15,0,0,1,0,Engineering
1506,19100338,126,50,22,1,1,1,1,Data
1507,19100392,126,60,17,1,1,1,1,Business
1508,19040045,48,51,20,1,1,1,1,Engineering
1509,19040046,48,69,22,1,1,1,1,Business
1510,19040123,48,56,19,1,0,1,0,Engineering
1511,19040143,48,68,22,1,1,1,1,Data
1512,19040146,48,56,18,0,1,1,0,Business
1513,19040148,48,57,19,1,1,1,0,Business
1514,19040159,48,64,17,0,1,1,0,Business
1515,19040185,48,57,28,1,1,1,1,Data
1516,19040187,48,54,21,1,1,1,1,Business
1517,19040193,48,56,21,1,1,1,1,Engineering
1518,19040213,48,54,23,1,1,1,1,Engineering
1519,19040232,48,59,23,1,1,1,1,Business
1520,19040243,48,57,19,1,1,1,1,Engineering
1521,19040280,48,58,18,1,1,1,1,Engineering
1522,19040280,48,58,18,1,1,1,1,Engineering
1523,19040290,48,55,20,0,1,1,0,Data
1524,19040309,48,52,27,1,1,0,0,Data
1525,19040310,48,52,29,1,1,1,1,Business
1526,19040315,48,53,17,1,1,1,0,Data
1527,19040361,48,51,21,1,1,1,1,Data
1528,19010011,10,56,19,1,1,1,1,Business
1529,19010035,10,50,23,1,1,1,1,Engineering
1530,19010079,10,66,20,1,1,0,0,Data
1531,19010096,10,55,22,1,1,1,1,Business
1532,19010108,10,64,22,1,1,1,1,Business
1533,19010114,10,52,24,1,1,1,1,Engineering
1534,19010164,10,52,16,1,0,1,0,Data
1535,19010182,10,56,21,1,1,1,1,Business
1536,19010202,10,59,20,1,1,1,1,Data
1537,19010208,10,54,19,1,1,1,1,Business
1538,19010232,10,54,21,1,1,1,1,Engineering
1539,19010235,10,51,21,1,1,0,0,Business
1540,19010241,10,58,23,1,0,1,0,Business
1541,19010257,10,63,21,1,1,1,1,Engineering
1542,19010292,10,60,25,1,1,1,1,Data
1543,19010296,10,68,18,1,1,1,1,Business
1544,19010308,10,55,19,0,1,1,0,Data
1545,19010310,10,64,19,1,1,1,1,Data
1546,19010334,10,59,15,1,1,1,0,Data
1547,19010336,10,58,15,1,1,1,0,Business
1548,19070013,87,61,23,1,1,1,1,Engineering
1549,19070015,87,59,22,1,1,1,1,Business
1550,19070016,87,57,19,1,1,1,1,Data
1551,19070031,87,57,22,1,1,1,1,Data
1552,19070042,87,58,21,0,1,1,0,Data
1553,19070054,87,70,24,1,0,1,0,Engineering
1554,19070057,87,65,24,1,1,1,1,Business
1555,19070071,87,66,21,1,0,1,0,Engineering
1556,19070085,87,65,24,1,0,1,0,Data
1557,19070120,87,56,23,0,1,1,0,Engineering
1558,19070128,87,55,25,1,1,1,1,Data
1559,19070256,87,65,23,1,1,1,1,Business
1560,19070282,87,57,21,1,1,1,1,Engineering
1561,19070312,87,67,17,1,1,1,1,Engineering
1562,19070365,87,55,22,1,1,1,1,Engineering
1563,19070396,87,52,18,1,1,1,1,Data
1564,19070416,87,52,22,1,0,1,0,Business
1565,19070421,87,54,18,1,1,0,0,Data
1566,19100022,127,72,20,1,1,1,1,Business
1567,19100080,127,65,20,1,1,0,0,Engineering
1568,19100091,127,56,17,1,1,1,0,Business
1569,19100115,127,58,19,1,1,1,0,Business
1570,19100121,127,58,25,1,1,1,1,Business
1571,19100173,127,54,20,1,1,1,1,Data
1572,19100184,127,58,21,1,1,0,0,Engineering
1573,19100189,127,57,19,1,0,1,0,Data
1574,19100206,127,63,15,1,1,1,1,Engineering
1575,19100209,127,52,24,1,1,1,1,Business
1576,19100225,127,50,19,1,1,1,0,Data
1577,19100230,127,51,21,1,1,1,1,Engineering
1578,19100234,127,68,16,1,1,1,1,Engineering
1579,19100260,127,60,24,1,0,1,0,Engineering
1580,19100354,127,51,26,1,1,1,1,Data
1581,19100370,127,66,20,1,0,1,0,Business
1582,19090003,113,55,21,1,1,1,1,Data
1583,19090127,113,58,19,1,1,1,1,Engineering
1584,19090130,113,60,19,1,1,1,1,Business
1585,19090133,113,67,22,1,1,1,1,Engineering
1586,19090135,113,55,21,1,1,1,0,Data
1587,19090191,113,69,15,1,1,1,1,Engineering
1588,19090212,113,62,21,0,1,1,0,Business
1589,19090215,113,55,23,1,1,1,1,Business
1590,19090228,113,66,23,1,1,1,1,Engineering
1591,19090264,113,58,20,1,1,0,0,Business
1592,19090268,113,55,17,1,0,1,0,Business
1593,19090274,113,56,24,1,1,1,0,Data
1594,19090320,113,53,18,1,1,1,1,Data
1595,19090321,113,66,19,1,1,1,1,Business
1596,19090366,113,69,20,1,1,1,1,Data
1597,19090372,113,59,19,1,1,1,1,Business
1598,19090377,113,59,19,1,1,1,1,Data
1599,19090389,113,54,22,1,1,1,1,Business
1600,19090395,113,53,24,1,1,1,1,Business
1601,19090412,113,55,24,1,1,1,1,Engineering
1602,19040002,49,59,18,1,1,1,1,Business
1603,19040074,49,53,18,1,0,1,0,Engineering
1604,19040089,49,54,17,1,1,1,1,Business
1605,19040132,49,61,23,1,0,1,0,Engineering
1606,19040225,49,64,22,1,1,0,0,Engineering
1607,19040239,49,72,19,1,1,1,1,Business
1608,19040248,49,59,17,1,1,1,1,Business
1609,19040253,49,52,21,1,1,1,1,Business
1610,19040275,49,58,18,1,1,1,1,Engineering
1611,19040286,49,51,18,1,1,1,1,Engineering
1612,19040288,49,66,18,1,1,0,0,Business
1613,19040308,49,62,22,1,1,1,0,Business
1614,19040327,49,60,15,1,1,1,0,Engineering
1615,19040341,49,62,18,1,1,1,1,Business
1616,19040357,49,58,20,1,1,1,0,Business
1617,19040365,49,58,18,1,1,0,0,Engineering
1618,19040378,49,69,21,1,1,0,0,Engineering
1619,19070014,88,58,21,1,1,1,1,Data
1620,19070029,88,52,15,1,0,1,0,Business
1621,19070075,88,50,20,0,0,1,0,Data
1622,19070118,88,54,20,1,1,1,1,Engineering
1623,19070140,88,56,19,1,1,1,0,Business
1624,19070154,88,59,19,1,1,1,1,Business
1625,19070170,88,55,23,1,1,1,0,Business
1626,19070203,88,60,20,0,1,1,0,Engineering
1627,19070216,88,61,19,1,1,0,0,Engineering
1628,19070234,88,53,21,1,1,1,1,Business
1629,19070281,88,60,23,1,1,1,1,Engineering
1630,19070307,88,57,23,1,1,1,1,Data
1631,19070341,88,55,23,0,1,1,0,Engineering
1632,19070344,88,61,27,1,1,1,1,Engineering
1633,19070377,88,55,23,1,1,1,0,Business
1634,19070387,88,55,23,1,1,1,1,Engineering
1635,19070389,88,50,21,1,1,0,0,Business
1636,19070394,88,53,27,1,1,1,1,Data
1637,19070401,88,63,18,1,1,0,0,Data
1638,19070454,88,64,22,1,1,1,1,Engineering
1639,19090011,114,54,19,1,1,1,1,Data
1640,19090044,114,57,16,0,1,1,0,Engineering
1641,19090045,114,63,22,1,1,1,1,Business
1642,19090047,114,61,23,1,0,1,0,Engineering
1643,19090049,114,55,25,1,1,1,1,Business
1644,19090106,114,60,19,1,1,1,1,Business
1645,19090108,114,51,22,1,1,0,0,Engineering
1646,19090158,114,58,19,1,1,1,1,Data
1647,19090174,114,52,19,1,1,0,0,Data
1648,19090179,114,57,20,1,1,1,1,Data
1649,19090180,114,52,21,1,1,1,1,Engineering
1650,19090229,114,67,19,1,1,1,1,Business
1651,19090230,114,53,21,1,1,1,1,Business
1652,19090231,114,52,23,1,1,1,1,Business
1653,19090241,114,62,22,0,1,0,0,Engineering
1654,19090294,114,58,19,1,0,1,0,Engineering
1655,19090308,114,59,25,1,1,0,0,Business
1656,19090309,114,57,22,1,1,1,1,Business
1657,19090345,114,58,26,1,1,1,1,Engineering
1658,19090352,114,66,23,1,1,1,0,Engineering
1659,19090378,114,50,21,1,1,0,0,Data
1660,19090382,114,60,19,1,1,0,0,Business
1661,19020032,23,51,18,1,1,1,1,Engineering
1662,19020038,23,53,22,1,1,1,1,Business
1663,19020066,23,50,20,1,1,1,1,Engineering
1664,19020068,23,61,16,1,1,0,0,Data
1665,19020095,23,54,20,1,1,1,1,Business
1666,19020096,23,57,17,1,1,1,0,Data
1667,19020135,23,60,24,1,1,1,1,Business
1668,19020174,23,54,24,1,1,1,1,Engineering
1669,19020184,23,60,28,0,1,0,0,Engineering
1670,19020192,23,53,21,1,1,1,1,Data
1671,19020202,23,60,18,1,1,1,1,Data
1672,19020212,23,61,17,1,1,1,1,Engineering
1673,19020216,23,55,20,1,1,1,1,Engineering
1674,19020224,23,69,22,0,0,0,0,Engineering
1675,19020230,23,50,17,1,1,1,1,Data
1676,19020263,23,55,22,1,1,1,1,Data
1677,19020268,23,63,20,1,1,1,1,Engineering
1678,19020270,23,50,20,1,1,1,1,Data
1679,19020287,23,54,18,0,1,1,0,Data
1680,19020298,23,59,19,1,1,1,1,Engineering
1681,19020333,23,53,15,1,1,1,1,Business
1682,19020337,23,51,24,1,1,1,1,Business
1683,19020357,23,52,20,1,1,1,1,Data
1684,19020361,23,65,15,1,1,1,1,Business
1685,19030000,35,60,23,1,1,1,1,Data
1686,19030024,35,62,24,1,1,1,1,Data
1687,19030037,35,56,17,1,1,1,1,Business
1688,19030045,35,62,24,0,1,1,0,Business
1689,19030112,35,52,21,0,1,1,0,Data
1690,19030147,35,68,25,0,1,1,0,Business
1691,19030153,35,61,22,1,1,1,1,Data
1692,19030195,35,59,17,1,0,1,0,Data
1693,19030211,35,56,23,1,1,1,1,Business
1694,19030226,35,63,23,1,0,0,0,Business
1695,19030232,35,62,21,0,1,0,0,Data
1696,19030273,35,56,15,1,1,1,0,Engineering
1697,19030274,35,62,22,0,0,1,0,Data
1698,19030287,35,54,25,1,1,1,1,Engineering
1699,19030323,35,50,16,1,1,0,0,Data
1700,19030337,35,65,21,1,1,1,1,Engineering
1701,19030342,35,51,23,0,1,1,0,Business
1702,19030342,35,51,23,0,1,1,0,Business
1703,19030357,35,57,18,1,1,1,1,Data
1704,19030358,35,61,16,1,1,1,1,Engineering
1705,19030362,35,62,20,1,1,1,1,Business
1706,19110038,140,52,20,1,1,1,0,Data
1707,19110056,140,54,18,1,1,1,1,Data
1708,19110065,140,60,23,1,1,1,1,Engineering
1709,19110068,140,61,26,1,1,1,1,Engineering
1710,19110085,140,71,22,1,1,1,1,Engineering
1711,19110166,140,58,17,1,1,1,1,Data
1712,19110171,140,69,22,1,1,1,1,Business
1713,19110183,140,52,19,0,1,1,0,Engineering
1714,19110237,140,50,17,1,1,1,1,Data
1715,19110240,140,59,25,1,1,1,1,Data
1716,19110244,140,60,24,1,1,1,1,Data
1717,19110257,140,57,23,1,1,1,1,Business
1718,19110294,140,59,16,1,1,1,1,Data
1719,19110306,140,64,20,1,1,1,1,Data
1720,19110314,140,56,16,1,1,1,1,Engineering
1721,19110316,140,53,21,1,1,1,1,Business
1722,19110319,140,50,23,1,1,1,1,Engineering
1723,19110320,140,61,15,1,1,1,1,Engineering
1724,19110326,140,54,19,1,1,1,1,Data
1725,19110352,140,72,17,1,1,1,1,Business
1726,19090053,115,52,21,1,1,1,1,Data
1727,19090054,115,54,20,1,0,0,0,Engineering
1728,19090081,115,50,26,1,1,1,1,Business
1729,19090122,115,59,20,1,1,1,1,Data
1730,19090125,115,57,21,1,1,1,1,Engineering
1731,19090136,115,56,17,1,1,1,1,Data
1732,19090139,115,54,19,1,1,1,1,Business
